DOI,Title,Journal,Publication Date,Given Name,Family Name,Affiliation
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Benjamin,Mueller,"CARMABI Foundation, Willemstad, Curaçao, Department of Freshwater and Marine Ecology/Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, Amsterdam, Netherlands"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Ty N.F.,Roach,"Department of Biology, San Diego State University, San Diego, CA, United States of America, Viral Information Institute, San Diego State University, San Diego, CA, United States of America, Hawai’i Institute of Marine Biology, University of Hawai’i at Mãnoa, Kãne’ohe, HI, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Peter,Salamon,"Department of Mathematics and Statistics, San Diego State University, San Diego, CA, United States of America, Viral Information Institute, San Diego State University, San Diego, CA, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Cynthia,Silveira,"Department of Biology, San Diego State University, San Diego, CA, United States of America, Viral Information Institute, San Diego State University, San Diego, CA, United States of America, Department of Biology, University of Miami, Coral Gables, FL, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Mark J.A.,Vermeij,"CARMABI Foundation, Willemstad, Curaçao, Department of Freshwater and Marine Ecology/Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, Amsterdam, Netherlands"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Forest,Rohwer,"Department of Biology, San Diego State University, San Diego, CA, United States of America, Viral Information Institute, San Diego State University, San Diego, CA, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Antoni,Luque,"Department of Mathematics and Statistics, San Diego State University, San Diego, CA, United States of America, Computational Science Research Center, San Diego State University, San Diego, CA, United States of America, Viral Information Institute, San Diego State University, San Diego, CA, United States of America"
10.1080/10511970.2021.1881847,Aligning Calculus with Life Sciences Disciplines: The Argument for Integrating Statistical Reasoning,PRIMUS,2021,Antoni,Luque,Not available
10.1080/10511970.2021.1881847,Aligning Calculus with Life Sciences Disciplines: The Argument for Integrating Statistical Reasoning,PRIMUS,2021,James,Mullinix,Not available
10.1080/10511970.2021.1881847,Aligning Calculus with Life Sciences Disciplines: The Argument for Integrating Statistical Reasoning,PRIMUS,2021,Matt,Anderson,Not available
10.1080/10511970.2021.1881847,Aligning Calculus with Life Sciences Disciplines: The Argument for Integrating Statistical Reasoning,PRIMUS,2021,Kathy S.,Williams,Not available
10.1080/10511970.2021.1881847,Aligning Calculus with Life Sciences Disciplines: The Argument for Integrating Statistical Reasoning,PRIMUS,2021,Janet,Bowers,Not available
10.3389/fphy.2021.594306,Empirical and Theoretical Analysis of Particle Diffusion in Mucus,Frontiers in Physics,2021,Antonio,Cobarrubia,Not available
10.3389/fphy.2021.594306,Empirical and Theoretical Analysis of Particle Diffusion in Mucus,Frontiers in Physics,2021,Jarod,Tall,Not available
10.3389/fphy.2021.594306,Empirical and Theoretical Analysis of Particle Diffusion in Mucus,Frontiers in Physics,2021,Austin,Crispin-Smith,Not available
10.3389/fphy.2021.594306,Empirical and Theoretical Analysis of Particle Diffusion in Mucus,Frontiers in Physics,2021,Antoni,Luque,Not available
10.3390/microorganisms8121944,The Missing Tailed Phages: Prediction of Small Capsid Candidates,Microorganisms,2020,Antoni,Luque,Not available
10.3390/microorganisms8121944,The Missing Tailed Phages: Prediction of Small Capsid Candidates,Microorganisms,2020,Sean,Benler,Not available
10.3390/microorganisms8121944,The Missing Tailed Phages: Prediction of Small Capsid Candidates,Microorganisms,2020,Diana Y.,Lee,Not available
10.3390/microorganisms8121944,The Missing Tailed Phages: Prediction of Small Capsid Candidates,Microorganisms,2020,Colin,Brown,Not available
10.3390/microorganisms8121944,The Missing Tailed Phages: Prediction of Small Capsid Candidates,Microorganisms,2020,Simon,White,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Cynthia B.,Silveira,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Felipe H.,Coutinho,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Giselle S.,Cavalcanti,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Sean,Benler,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Michael P.,Doane,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Elizabeth A.,Dinsdale,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Robert A.,Edwards,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Ronaldo B.,Francini-Filho,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Cristiane C.,Thompson,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Antoni,Luque,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Forest L.,Rohwer,Not available
10.1186/s12864-020-6523-2,Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes,BMC Genomics,2020,Fabiano,Thompson,Not available
10.1038/s43247-023-00796-4,"Viruses of sulfur oxidizing phototrophs encode genes for pigment, carbon, and sulfur metabolisms",Communications Earth &amp; Environment,2023,Poppy J.,Hesketh-Best,Not available
10.1038/s43247-023-00796-4,"Viruses of sulfur oxidizing phototrophs encode genes for pigment, carbon, and sulfur metabolisms",Communications Earth &amp; Environment,2023,Alice,Bosco-Santos,Not available
10.1038/s43247-023-00796-4,"Viruses of sulfur oxidizing phototrophs encode genes for pigment, carbon, and sulfur metabolisms",Communications Earth &amp; Environment,2023,Sofia L.,Garcia,Not available
10.1038/s43247-023-00796-4,"Viruses of sulfur oxidizing phototrophs encode genes for pigment, carbon, and sulfur metabolisms",Communications Earth &amp; Environment,2023,Molly D.,O’Beirne,Not available
10.1038/s43247-023-00796-4,"Viruses of sulfur oxidizing phototrophs encode genes for pigment, carbon, and sulfur metabolisms",Communications Earth &amp; Environment,2023,Josef P.,Werne,Not available
10.1038/s43247-023-00796-4,"Viruses of sulfur oxidizing phototrophs encode genes for pigment, carbon, and sulfur metabolisms",Communications Earth &amp; Environment,2023,William P.,Gilhooly,Not available
10.1038/s43247-023-00796-4,"Viruses of sulfur oxidizing phototrophs encode genes for pigment, carbon, and sulfur metabolisms",Communications Earth &amp; Environment,2023,Cynthia B.,Silveira,Not available
10.1186/s12915-023-01571-9,Viral predation pressure on coral reefs,BMC Biology,2023,Cynthia B.,Silveira,Not available
10.1186/s12915-023-01571-9,Viral predation pressure on coral reefs,BMC Biology,2023,Antoni,Luque,Not available
10.1186/s12915-023-01571-9,Viral predation pressure on coral reefs,BMC Biology,2023,Andreas F.,Haas,Not available
10.1186/s12915-023-01571-9,Viral predation pressure on coral reefs,BMC Biology,2023,Ty N. F.,Roach,Not available
10.1186/s12915-023-01571-9,Viral predation pressure on coral reefs,BMC Biology,2023,Emma E.,George,Not available
10.1186/s12915-023-01571-9,Viral predation pressure on coral reefs,BMC Biology,2023,Ben,Knowles,Not available
10.1186/s12915-023-01571-9,Viral predation pressure on coral reefs,BMC Biology,2023,Mark,Little,Not available
10.1186/s12915-023-01571-9,Viral predation pressure on coral reefs,BMC Biology,2023,Christopher J.,Sullivan,Not available
10.1186/s12915-023-01571-9,Viral predation pressure on coral reefs,BMC Biology,2023,Natascha S.,Varona,Not available
10.1186/s12915-023-01571-9,Viral predation pressure on coral reefs,BMC Biology,2023,Linda,Wegley Kelly,Not available
10.1186/s12915-023-01571-9,Viral predation pressure on coral reefs,BMC Biology,2023,Russel,Brainard,Not available
10.1186/s12915-023-01571-9,Viral predation pressure on coral reefs,BMC Biology,2023,Forest,Rohwer,Not available
10.1186/s12915-023-01571-9,Viral predation pressure on coral reefs,BMC Biology,2023,Barbara,Bailey,Not available
10.1186/s40168-023-01547-5,Water mass age structures the auxiliary metabolic gene content of free-living and particle-attached deep ocean viral communities,Microbiome,2023,Felipe H.,Coutinho,Not available
10.1186/s40168-023-01547-5,Water mass age structures the auxiliary metabolic gene content of free-living and particle-attached deep ocean viral communities,Microbiome,2023,Cynthia B.,Silveira,Not available
10.1186/s40168-023-01547-5,Water mass age structures the auxiliary metabolic gene content of free-living and particle-attached deep ocean viral communities,Microbiome,2023,Marta,Sebastián,Not available
10.1186/s40168-023-01547-5,Water mass age structures the auxiliary metabolic gene content of free-living and particle-attached deep ocean viral communities,Microbiome,2023,Pablo,Sánchez,Not available
10.1186/s40168-023-01547-5,Water mass age structures the auxiliary metabolic gene content of free-living and particle-attached deep ocean viral communities,Microbiome,2023,Carlos M.,Duarte,Not available
10.1186/s40168-023-01547-5,Water mass age structures the auxiliary metabolic gene content of free-living and particle-attached deep ocean viral communities,Microbiome,2023,Dolors,Vaqué,Not available
10.1186/s40168-023-01547-5,Water mass age structures the auxiliary metabolic gene content of free-living and particle-attached deep ocean viral communities,Microbiome,2023,Josep M.,Gasol,Not available
10.1186/s40168-023-01547-5,Water mass age structures the auxiliary metabolic gene content of free-living and particle-attached deep ocean viral communities,Microbiome,2023,Silvia G.,Acinas,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Stuart A.,Sandin,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Esmeralda,Alcantar,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Randy,Clark,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Ramón,de León,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Faisal,Dilrosun,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Clinton B.,Edwards,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Andrew J.,Estep,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Yoan,Eynaud,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Beverly J.,French,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Michael D.,Fox,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Dave,Grenda,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Scott L.,Hamilton,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Heather,Kramp,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Kristen L.,Marhaver,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Scott D.,Miller,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Ty N. F.,Roach,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Gisette,Seferina,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Cynthia B.,Silveira,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Jennifer E.,Smith,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Brian J.,Zgliczynski,Not available
10.1007/s00338-022-02272-5,Benthic assemblages are more predictable than fish assemblages at an island scale,Coral Reefs,2022,Mark J. A.,Vermeij,Not available
10.1186/s40793-022-00401-9,Distribution of soil viruses across China and their potential role in phosphorous metabolism,Environmental Microbiome,2022,Li-Li,Han,Not available
10.1186/s40793-022-00401-9,Distribution of soil viruses across China and their potential role in phosphorous metabolism,Environmental Microbiome,2022,Dan-Ting,Yu,Not available
10.1186/s40793-022-00401-9,Distribution of soil viruses across China and their potential role in phosphorous metabolism,Environmental Microbiome,2022,Li,Bi,Not available
10.1186/s40793-022-00401-9,Distribution of soil viruses across China and their potential role in phosphorous metabolism,Environmental Microbiome,2022,Shuai,Du,Not available
10.1186/s40793-022-00401-9,Distribution of soil viruses across China and their potential role in phosphorous metabolism,Environmental Microbiome,2022,Cynthia,Silveira,Not available
10.1186/s40793-022-00401-9,Distribution of soil viruses across China and their potential role in phosphorous metabolism,Environmental Microbiome,2022,Ana Georgina,Cobián Güemes,Not available
10.1186/s40793-022-00401-9,Distribution of soil viruses across China and their potential role in phosphorous metabolism,Environmental Microbiome,2022,Li-Mei,Zhang,Not available
10.1186/s40793-022-00401-9,Distribution of soil viruses across China and their potential role in phosphorous metabolism,Environmental Microbiome,2022,Ji-Zheng,He,Not available
10.1186/s40793-022-00401-9,Distribution of soil viruses across China and their potential role in phosphorous metabolism,Environmental Microbiome,2022,Forest,Rohwer,Not available
10.1038/s43017-021-00214-3,Extending the natural adaptive capacity of coral holobionts,Nature Reviews Earth &amp; Environment,2021,Christian R.,Voolstra,Not available
10.1038/s43017-021-00214-3,Extending the natural adaptive capacity of coral holobionts,Nature Reviews Earth &amp; Environment,2021,David J.,Suggett,Not available
10.1038/s43017-021-00214-3,Extending the natural adaptive capacity of coral holobionts,Nature Reviews Earth &amp; Environment,2021,Raquel S.,Peixoto,Not available
10.1038/s43017-021-00214-3,Extending the natural adaptive capacity of coral holobionts,Nature Reviews Earth &amp; Environment,2021,John E.,Parkinson,Not available
10.1038/s43017-021-00214-3,Extending the natural adaptive capacity of coral holobionts,Nature Reviews Earth &amp; Environment,2021,Kate M.,Quigley,Not available
10.1038/s43017-021-00214-3,Extending the natural adaptive capacity of coral holobionts,Nature Reviews Earth &amp; Environment,2021,Cynthia B.,Silveira,Not available
10.1038/s43017-021-00214-3,Extending the natural adaptive capacity of coral holobionts,Nature Reviews Earth &amp; Environment,2021,Michael,Sweet,Not available
10.1038/s43017-021-00214-3,Extending the natural adaptive capacity of coral holobionts,Nature Reviews Earth &amp; Environment,2021,Erinn M.,Muller,Not available
10.1038/s43017-021-00214-3,Extending the natural adaptive capacity of coral holobionts,Nature Reviews Earth &amp; Environment,2021,Daniel J.,Barshis,Not available
10.1038/s43017-021-00214-3,Extending the natural adaptive capacity of coral holobionts,Nature Reviews Earth &amp; Environment,2021,David G.,Bourne,Not available
10.1038/s43017-021-00214-3,Extending the natural adaptive capacity of coral holobionts,Nature Reviews Earth &amp; Environment,2021,Manuel,Aranda,Not available
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Emma E.,George,"Department of Biology, San Diego State University, San Diego, CA, United States of America, Department of Botany, University of British Columbia, Vancouver, British Columbia, Canada"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,James A.,Mullinix,"Department of Mathematics and Statistics, San Diego State University, San Diego, CA, United States of America, Computational Science Research Center, San Diego State University, San Diego, CA, United States of America, Viral Information Institute, San Diego State University, San Diego, CA, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Fanwei,Meng,"Department of Mathematics and Statistics, San Diego State University, San Diego, CA, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Barbara A.,Bailey,"Department of Mathematics and Statistics, San Diego State University, San Diego, CA, United States of America, Viral Information Institute, San Diego State University, San Diego, CA, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Clinton,Edwards,"Scripps Institution of Oceanography, University of California, San Diego, La Jolla, CA, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Ben,Felts,"Department of Mathematics and Statistics, San Diego State University, San Diego, CA, United States of America, Viral Information Institute, San Diego State University, San Diego, CA, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Andreas F.,Haas,"NIOZ Royal Netherlands Institute for Sea Research and Utrecht University, Texel, Netherlands"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Aaron C.,Hartmann,"Department of Biology, San Diego State University, San Diego, CA, United States of America, Smithsonian National Museum of Natural History, Washington, DC, United States of America, Organismic and Evolutionary Biology, Harvard University, Cambridge, MA, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Benjamin,Mueller,"CARMABI Foundation, Willemstad, Curaçao, Department of Freshwater and Marine Ecology/Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, Amsterdam, Netherlands"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Ty N.F.,Roach,"Department of Biology, San Diego State University, San Diego, CA, United States of America, Viral Information Institute, San Diego State University, San Diego, CA, United States of America, Hawai’i Institute of Marine Biology, University of Hawai’i at Mãnoa, Kãne’ohe, HI, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Peter,Salamon,"Department of Mathematics and Statistics, San Diego State University, San Diego, CA, United States of America, Viral Information Institute, San Diego State University, San Diego, CA, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Cynthia,Silveira,"Department of Biology, San Diego State University, San Diego, CA, United States of America, Viral Information Institute, San Diego State University, San Diego, CA, United States of America, Department of Biology, University of Miami, Coral Gables, FL, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Mark J.A.,Vermeij,"CARMABI Foundation, Willemstad, Curaçao, Department of Freshwater and Marine Ecology/Institute for Biodiversity and Ecosystem Dynamics, University of Amsterdam, Amsterdam, Netherlands"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Forest,Rohwer,"Department of Biology, San Diego State University, San Diego, CA, United States of America, Viral Information Institute, San Diego State University, San Diego, CA, United States of America"
10.7717/peerj.11213,Space-filling and benthic competition on coral reefs,PeerJ,2021,Antoni,Luque,"Department of Mathematics and Statistics, San Diego State University, San Diego, CA, United States of America, Computational Science Research Center, San Diego State University, San Diego, CA, United States of America, Viral Information Institute, San Diego State University, San Diego, CA, United States of America"
10.1111/1462-2920.15640,"The landscape of lysogeny across microbial community density, diversity and energetics",Environmental Microbiology,2021,Cynthia B.,Silveira,"Department of Biology University of Miami  1301 Memorial Drive Coral Gables FL 33143 USA, Department of Marine Biology and Ecology Rosenstiel School of Marine and Atmospheric Sciences, University of Miami  4600 Rickenbacker Causeway Miami FL 33149 USA"
10.1111/1462-2920.15640,"The landscape of lysogeny across microbial community density, diversity and energetics",Environmental Microbiology,2021,Antoni,Luque,"Viral Information Institute, San Diego State University  5500 Campanile Dr. San Diego CA 92182 USA, Department of Mathematics and Statistics San Diego State University  5500 Campanile Dr. San Diego CA 92182 USA, Computational Science Research Center, San Diego State University  5500 Campanile Dr San Diego CA 92182 USA"
10.1111/1462-2920.15640,"The landscape of lysogeny across microbial community density, diversity and energetics",Environmental Microbiology,2021,Forest,Rohwer,"Viral Information Institute, San Diego State University  5500 Campanile Dr. San Diego CA 92182 USA, Department of Biology San Diego State University  5500 Campanile Dr San Diego CA 92182 USA"
10.3390/microorganisms9061115,Prophage Genomics and Ecology in the Family Rhodobacteraceae,Microorganisms,2021,Kathryn,Forcone,Not available
10.3390/microorganisms9061115,Prophage Genomics and Ecology in the Family Rhodobacteraceae,Microorganisms,2021,Felipe H.,Coutinho,Not available
10.3390/microorganisms9061115,Prophage Genomics and Ecology in the Family Rhodobacteraceae,Microorganisms,2021,Giselle S.,Cavalcanti,Not available
10.3390/microorganisms9061115,Prophage Genomics and Ecology in the Family Rhodobacteraceae,Microorganisms,2021,Cynthia B.,Silveira,Not available
10.3389/fmicb.2021.637430,Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19,Frontiers in Microbiology,2021,Maria Paz,Ventero,Not available
10.3389/fmicb.2021.637430,Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19,Frontiers in Microbiology,2021,Rafael R. C.,Cuadrat,Not available
10.3389/fmicb.2021.637430,Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19,Frontiers in Microbiology,2021,Inmaculada,Vidal,Not available
10.3389/fmicb.2021.637430,Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19,Frontiers in Microbiology,2021,Bruno G. N.,Andrade,Not available
10.3389/fmicb.2021.637430,Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19,Frontiers in Microbiology,2021,Carmen,Molina-Pardines,Not available
10.3389/fmicb.2021.637430,Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19,Frontiers in Microbiology,2021,Jose M.,Haro-Moreno,Not available
10.3389/fmicb.2021.637430,Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19,Frontiers in Microbiology,2021,Felipe H.,Coutinho,Not available
10.3389/fmicb.2021.637430,Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19,Frontiers in Microbiology,2021,Esperanza,Merino,Not available
10.3389/fmicb.2021.637430,Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19,Frontiers in Microbiology,2021,Luciana C. A.,Regitano,Not available
10.3389/fmicb.2021.637430,Nasopharyngeal Microbial Communities of Patients Infected With SARS-CoV-2 That Developed COVID-19,Frontiers in Microbiology,2021,Cynthia B.,Silveira,Not available
