"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YR8HH5N6","journalArticle","2021","George, Emma E.; Mullinix, James A.; Meng, Fanwei; Bailey, Barbara A.; Edwards, Clinton; Felts, Ben; Haas, Andreas F.; Hartmann, Aaron C.; Mueller, Benjamin; Roach, Ty N. F.; Salamon, Peter; Silveira, Cynthia; Vermeij, Mark J. A.; Rohwer, Forest; Luque, Antoni","Space-filling and benthic competition on coral reefs","PeerJ","","2167-8359","10.7717/peerj.11213","https://peerj.com/articles/11213","Reef-building corals are ecosystem engineers that compete with other benthic organisms for space and resources. Corals harvest energy through their surface by photosynthesis and heterotrophic feeding, and they divert part of this energy to defend their outer colony perimeter against competitors. Here, we hypothesized that corals with a larger space-filling surface and smaller perimeters increase energy gain while reducing the exposure to competitors. This predicted an association between these two geometric properties of corals and the competitive outcome against other benthic organisms. To test the prediction, fifty coral colonies from the Caribbean island of Curaçao were rendered using digital 3D and 2D reconstructions. The surface areas, perimeters, box-counting dimensions (as a proxy of surface and perimeter space-filling), and other geometric properties were extracted and analyzed with respect to the percentage of the perimeter losing or winning against competitors based on the coral tissue apparent growth or damage. The increase in surface space-filling dimension was the only significant single indicator of coral winning outcomes, but the combination of surface space-filling dimension with perimeter length increased the statistical prediction of coral competition outcomes. Corals with larger surface space-filling dimensions (Ds > 2) and smaller perimeters displayed more winning outcomes, confirming the initial hypothesis. We propose that the space-filling property of coral surfaces complemented with other proxies of coral competitiveness, such as life history traits, will provide a more accurate quantitative characterization of coral competition outcomes on coral reefs. This framework also applies to other organisms or ecological systems that rely on complex surfaces to obtain energy for competition.","2021-06-29","2024-02-26 03:12:24","2024-02-26 03:12:24","2024-02-26 03:12:24","e11213","","","9","","PeerJ","","","","","","","","en","","","","","peerj.com","","Publisher: PeerJ Inc.","","/home/abelardoacm/Zotero/storage/K28SMTBM/George et al. - 2021 - Space-filling and benthic competition on coral ree.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TSSE9APD","journalArticle","2022","Luque, Antoni; Mullinix, James; Anderson, Matt; Williams, Kathy S.; Bowers, Janet","Aligning Calculus with Life Sciences Disciplines: The Argument for Integrating Statistical Reasoning","PRIMUS","","1051-1970","10.1080/10511970.2021.1881847","https://doi.org/10.1080/10511970.2021.1881847","Governmental and educational organizations have pointed out that students coming into the biological sciences require stronger skills in statistics and data modeling that are not usually addressed in typical engineering-based calculus courses. Our work here documents how faculty in biology and mathematics addressed this issue at a large urban university in the southwestern USA. The Calculus for Life Sciences course was redesigned to integrate data analysis and engage students in activities connecting the foundational and practical aspects of statistics-based calculus for professionals in life sciences. The goal was to obtain a better-prepared cohort of students with a positive perception of the use of mathematics and statistics in their careers. Over the course of four semesters, the course doubled the average enrollment of students, the failure rate reduced by more than 50%, and students reported positive attitudinal responses regarding the application of math to biological studies. The perception of mastery reported by students throughout the semester, however, did not correlate with the mastery of skills demonstrated on graded activities. This article provides a case study of the successes and pitfalls that we encountered as we attempted to shift all aspects of the course, including pedagogy, grading, and curriculum.","2022-02-07","2024-02-26 03:13:14","2024-02-26 03:13:14","2024-02-26 03:13:14","199-217","","2","32","","","Aligning Calculus with Life Sciences Disciplines","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/10511970.2021.1881847","","/home/abelardoacm/Zotero/storage/SPNMV29S/Luque et al. - 2022 - Aligning Calculus with Life Sciences Disciplines .pdf","","","biology majors; knowledge survey; STEM curriculum design; undergraduate calculus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HM8Q4IQ","journalArticle","2021","Cobarrubia, Antonio; Tall, Jarod; Crispin-Smith, Austin; Luque, Antoni","Empirical and Theoretical Analysis of Particle Diffusion in Mucus","Frontiers in Physics","","2296-424X","10.3389/fphy.2021.594306","https://www.frontiersin.org/articles/10.3389/fphy.2021.594306","Mucus is a complex fluid that coats multiple organs in animals. Various physicochemical properties can alter the diffusion of microscopic particles in mucus, impacting drug delivery, virus infection, and disease development. The simultaneous effect of these physicochemical properties in particle diffusion, however, remains elusive. Here, we analyzed 106 published experiments to identify the most dominant factors controlling particle diffusion in mucus. The effective diffusion—defined using a one-second sampling time window across experiments—spanned seven orders of magnitude, from 10–5 to 102 μm2/s. Univariate and multivariate statistical analyses identified the anomalous exponent (the logarithmic slope of the mean-squared displacement) as the strongest predictor of effective diffusion, revealing an exponential relationship that explained 89% of the variance. A theoretical scaling analysis revealed that a stronger correlation of the anomalous exponent over the generalized diffusion constant occurs for sampling times two orders of magnitude larger than the characteristic molecular (or local) displacement time. This result predicts that at these timescales, the molecular properties controlling the anomalous exponent, like particle–mucus unbinding times or the particle to mesh size ratio, would be the most relevant physicochemical factors involved in passive microrheology of particles in mucus. Our findings contrast with the fact that only one-third of the studies measured the anomalous exponent, and most experiments did not report the associated molecular properties predicted to dominate the motion of particles in mucus. The theoretical foundation of our work can be extrapolated to other systems, providing a guide to identify dominant molecular mechanisms regulating the mobility of particles in mucus and other polymeric fluids.","2021","2024-02-26 03:13:54","2024-02-26 03:14:55","2024-02-26 03:13:54","","","","9","","","","","","","","","","","","","","","Frontiers","","","","/home/abelardoacm/Zotero/storage/WRS75VMR/Cobarrubia et al. - 2021 - Empirical and Theoretical Analysis of Particle Dif.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDKV4XWD","journalArticle","2020","Luque, Antoni; Benler, Sean; Lee, Diana Y.; Brown, Colin; White, Simon","The Missing Tailed Phages: Prediction of Small Capsid Candidates","Microorganisms","","2076-2607","10.3390/microorganisms8121944","https://www.mdpi.com/2076-2607/8/12/1944","Tailed phages are the most abundant and diverse group of viruses on the planet. Yet, the smallest tailed phages display relatively complex capsids and large genomes compared to other viruses. The lack of tailed phages forming the common icosahedral capsid architectures T = 1 and T = 3 is puzzling. Here, we extracted geometrical features from high-resolution tailed phage capsid reconstructions and built a statistical model based on physical principles to predict the capsid diameter and genome length of the missing small-tailed phage capsids. We applied the model to 3348 isolated tailed phage genomes and 1496 gut metagenome-assembled tailed phage genomes. Four isolated tailed phages were predicted to form T = 3 icosahedral capsids, and twenty-one metagenome-assembled tailed phages were predicted to form T < 3 capsids. The smallest capsid predicted was a T = 4/3 ≈ 1.33 architecture. No tailed phages were predicted to form the smallest icosahedral architecture, T = 1. We discuss the feasibility of the missing T = 1 tailed phage capsids and the implications of isolating and characterizing small-tailed phages for viral evolution and phage therapy.","2020-12","2024-02-26 03:15:36","2024-02-26 03:15:36","2024-02-26 03:15:36","1944","","12","8","","","The Missing Tailed Phages","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 12 Publisher: Multidisciplinary Digital Publishing Institute","","/home/abelardoacm/Zotero/storage/K43Q8U7T/Luque et al. - 2020 - The Missing Tailed Phages Prediction of Small Cap.pdf","","","bacteriophage; capsid modeling; icosahedral capsids; isolated genomes; metagenome-assembled genomes; statistical learning; tailed phages","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LVLW4R3V","journalArticle","2020","Luque, Antoni; Silveira, Cynthia B.","Quantification of Lysogeny Caused by Phage Coinfections in Microbial Communities from Biophysical Principles","mSystems","","","10.1128/msystems.00353-20","https://journals.asm.org/doi/full/10.1128/msystems.00353-20","Temperate phages can associate with their bacterial host to form a lysogen, often modifying the phenotype of the host. Lysogens are dominant in the microbially dense environment of the mammalian gut. This observation contrasts with the long-standing hypothesis of lysogeny being favored at low microbial densities, such as in oligotrophic marine environments. Here, we hypothesized that phage coinfections—a well-understood molecular mechanism of lysogenization—increase at high microbial abundances. To test this hypothesis, we developed a biophysical model of coinfection for marine and gut microbiomes. The model stochastically sampled ranges of phage and bacterial concentrations, adsorption rates, lysogenic commitment times, and community diversity from each environment. In 90% of the sampled marine communities, less than 10% of the bacteria were predicted to be lysogenized via coinfection. In contrast, 25% of the sampled gut communities displayed more than 25% of lysogenization. The probability of lysogenization in the gut was a consequence of the higher densities and higher adsorption rates. These results suggest that, on average, coinfections can form two trillion lysogens in the human gut every day. In marine microbiomes, which were characterized by lower densities and phage adsorption rates, lysogeny via coinfection was still possible for communities with long lysogenic commitment times. Our study indicates that different physical factors causing coinfections can reconcile the traditional view of lysogeny at poor host growth (long commitment times) and the recent Piggyback-the-Winner framework proposing that lysogeny is favored in rich environments (high densities and adsorption rates). IMPORTANCE The association of temperate phages and bacterial hosts during lysogeny manipulates microbial dynamics from the oceans to the human gut. Lysogeny is well studied in laboratory models, but its environmental drivers remain unclear. Here, we quantified the probability of lysogenization caused by phage coinfections, a well-known trigger of lysogeny, in marine and gut microbial environments. Coinfections were quantified by developing a biophysical model that incorporated the traits of viral and bacterial communities. Lysogenization via coinfection was more frequent in highly productive environments like the gut, due to higher microbial densities and higher phage adsorption rates. At low cell densities, lysogenization occurred in bacteria with long duplication times. These results bridge the molecular understanding of lysogeny with the ecology of complex microbial communities.","2020-09-15","2024-02-26 03:16:03","2024-02-26 03:16:03","2024-02-26 03:16:03","10.1128/msystems.00353-20","","5","5","","","","","","","","","","","","","","","journals.asm.org (Atypon)","","Publisher: American Society for Microbiology","","/home/abelardoacm/Zotero/storage/U3UB6LAL/Luque and Silveira - 2020 - Quantification of Lysogeny Caused by Phage Coinfec.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LY4ISRT5","preprint","2020","Anthenelli, Maxwell; Jasien, Emily; Edwards, Robert; Bailey, Barbara; Felts, Ben; Katira, Parag; Nulton, James; Salamon, Peter; Rohwer, Forest; Silveira, Cynthia B.; Luque, Antoni","Phage and bacteria diversification through a prophage acquisition ratchet","","","","10.1101/2020.04.08.028340","https://www.biorxiv.org/content/10.1101/2020.04.08.028340v1","Lysogeny is prevalent in the microbial-dense mammalian gut. This contrasts the classical view of lysogeny as a refuge used by phages under poor host growth conditions. Here we hypothesize that as carrying capacity increases, lysogens escape phage top-down control through superinfection exclusion, overcoming the canonical trade-off between competition and resistance. This hypothesis was tested by developing an ecological model that combined lytic and lysogenic communities and a diversification model that estimated the accumulation of prophages in bacterial genomes. The ecological model sampled phage-bacteria traits stochastically for communities ranging from 1 to 1000 phage-bacteria pairs, and it included a fraction of escaping lysogens proportional to the increase in carrying capacity. The diversification model introduced new prophages at each diversification step and estimated the distribution of prophages per bacteria using combinatorics. The ecological model recovered the range of abundances and sublinear relationship between phage and bacteria observed across eleven ecosystems. The diversification model predicted an increase in the number of prophages per genome as bacterial abundances increased, in agreement with the distribution of prophages on 833 genomes from marine and human-associated bacteria. The study of lysogeny presented here offers a framework to interpret viral and microbial abundances and reconciles the Kill-the-Winner and Piggyback-the-Winner paradigms in viral ecology.","2020-04-09","2024-02-26 03:16:33","2024-02-26 03:16:33","2024-02-26 03:16:33","","","","","","","","","","","","bioRxiv","","en","© 2020, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution 4.0 International), CC BY 4.0, as described at http://creativecommons.org/licenses/by/4.0/","","","","bioRxiv","","Pages: 2020.04.08.028340 Section: New Results","","/home/abelardoacm/Zotero/storage/IA7JVA26/Anthenelli et al. - 2020 - Phage and bacteria diversification through a proph.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKM5QYL4","journalArticle","2020","Silveira, Cynthia B.; Coutinho, Felipe H.; Cavalcanti, Giselle S.; Benler, Sean; Doane, Michael P.; Dinsdale, Elizabeth A.; Edwards, Robert A.; Francini-Filho, Ronaldo B.; Thompson, Cristiane C.; Luque, Antoni; Rohwer, Forest L.; Thompson, Fabiano","Genomic and ecological attributes of marine bacteriophages encoding bacterial virulence genes","BMC Genomics","","1471-2164","10.1186/s12864-020-6523-2","https://doi.org/10.1186/s12864-020-6523-2","Bacteriophages encode genes that modify bacterial functions during infection. The acquisition of phage-encoded virulence genes is a major mechanism for the rise of bacterial pathogens. In coral reefs, high bacterial density and lysogeny has been proposed to exacerbate reef decline through the transfer of phage-encoded virulence genes. However, the functions and distribution of these genes in phage virions on the reef remain unknown.","2020-02-05","2024-02-26 03:17:00","2024-02-26 03:17:00","2024-02-26 03:17:00","126","","1","21","","BMC Genomics","","","","","","","","","","","","","BioMed Central","","","","/home/abelardoacm/Zotero/storage/JACP2F5D/Silveira et al. - 2020 - Genomic and ecological attributes of marine bacter.pdf; /home/abelardoacm/Zotero/storage/QUTFWNYB/s12864-020-6523-2.html","","","Bacterial pathogenicity; Lysogeny; Marine phage; Virome; Virulence genes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V3VKGICB","journalArticle","2020","Bowers, Janet; Williams, Kathy; Luque, Antoni; Quick, Devon; Beisiegel, Mary; Sorensen, Jody; Kunz, Joan; Smith, Diane; Kayes, Lori","Paradigms for Creating Activities that Integrate Mathematics and Science Topics","Journal of Mathematics and Science: Collaborative Explorations","","2642-1925","10.25891/14f6-by82","https://scholarscompass.vcu.edu/jmsce_vamsc/vol16/iss1/6","","2020-01-01","2024-02-26 03:17:25","2024-02-26 03:19:27","","","","1","16","","","","","","","","","","","","","","","","","","","/home/abelardoacm/Zotero/storage/829963KG/6.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Z8Z74D5","preprint","2023","","Productive viral infections in oligotrophic marine waters","","","","10.21203/rs.3.rs-3040647/v1","https://www.researchsquare.com","Viral lysis of dominant bacterial groups is accepted as the main mechanism through which viruses impact marine microbial communities. However, the structure of virus-bacteria infection networks and the abundance of their members have yet to be empirically characterized in situ. Here, we tackled t...","2023-06-14","2024-02-26 08:37:06","2024-02-26 08:59:21","2024-02-26 08:37:06","","","","","","","","","","","","","","en","","","","","","","DOI: 10.21203/rs.3.rs-3040647/v1","","/home/abelardoacm/Zotero/storage/LWWPNWJ9/2023 - Productive viral infections in oligotrophic marine.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YFLNGB9S","journalArticle","2023","Ahmadi, Reza Amir; Varasteh, Tooba; Silveira, Cynthia B.; Walter, Juline; Siegle, Eduardo; Omachi, Claudia; de Rezende, Carlos Eduardo; Francini-Filho, Ronaldo B.; Thompson, Cristiane; Tschoeke, Diogo; Bahiense, Laura; Thompson, Fabiano L.","Machine learning sheds light on physical-chemical and biological parameters leading to Abrolhos coral reef microbialization","Science of The Total Environment","","0048-9697","10.1016/j.scitotenv.2023.164465","https://www.sciencedirect.com/science/article/pii/S0048969723030863","Microbes play a central role in coral reef health. However, the relative importance of physical-chemical and biological processes in the control of microbial biomass are unknown. Here, we applied machine learning to analyze a large dataset of biological, physical, and chemical parameters (N = 665 coral reef seawater samples) to understand the factors that modulate microbial abundance in the water of Abrolhos reefs, the largest and richest coral reefs of the Southwest Atlantic. Random Forest (RF) and Boosted Regression Tree (BRT) models indicated that hydrodynamic forcing, Dissolved Organic Carbon (DOC), and Total Nitrogen (TN) were the most important predictors of microbial abundance. The possible cumulative effects of higher temperatures, longer seawater residence time, higher nutrient concentration, and lower coral and fish biomass observed in coastal reefs resulted in higher microbial abundance, potentially impacting coral resilience against stressors.","2023-09-15","2024-02-26 08:37:34","2024-02-26 08:37:34","2024-02-26 08:37:34","164465","","","891","","Science of The Total Environment","","","","","","","","","","","","","ScienceDirect","","","","/home/abelardoacm/Zotero/storage/2ZTD3EP3/S0048969723030863.html","","","Abrolhos Bank; Benthic cover; Fish biomass; Hydrodynamics; Microbial abundance; Temperature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JN52DPLT","journalArticle","2023","Ahmadi, Reza Amir; Varasteh, Tooba; Silveira, Cynthia B.; Walter, Juline; Siegle, Eduardo; Omachi, Claudia; de Rezende, Carlos Eduardo; Francini-Filho, Ronaldo B.; Thompson, Cristiane; Tschoeke, Diogo; Bahiense, Laura; Thompson, Fabiano L.","Machine learning sheds light on physical-chemical and biological parameters leading to Abrolhos coral reef microbialization","Science of The Total Environment","","0048-9697","10.1016/j.scitotenv.2023.164465","https://www.sciencedirect.com/science/article/pii/S0048969723030863","Microbes play a central role in coral reef health. However, the relative importance of physical-chemical and biological processes in the control of microbial biomass are unknown. Here, we applied machine learning to analyze a large dataset of biological, physical, and chemical parameters (N = 665 coral reef seawater samples) to understand the factors that modulate microbial abundance in the water of Abrolhos reefs, the largest and richest coral reefs of the Southwest Atlantic. Random Forest (RF) and Boosted Regression Tree (BRT) models indicated that hydrodynamic forcing, Dissolved Organic Carbon (DOC), and Total Nitrogen (TN) were the most important predictors of microbial abundance. The possible cumulative effects of higher temperatures, longer seawater residence time, higher nutrient concentration, and lower coral and fish biomass observed in coastal reefs resulted in higher microbial abundance, potentially impacting coral resilience against stressors.","2023-09-15","2024-02-26 08:43:57","2024-02-26 08:43:57","2024-02-26 08:43:57","164465","","","891","","Science of The Total Environment","","","","","","","","","","","","","ScienceDirect","","","","/home/abelardoacm/Zotero/storage/NVNYE3CV/S0048969723030863.html","","","Abrolhos Bank; Benthic cover; Fish biomass; Hydrodynamics; Microbial abundance; Temperature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44JVY8SG","journalArticle","2023","Hesketh-Best, Poppy J.; Bosco-Santos, Alice; Garcia, Sofia L.; O’Beirne, Molly D.; Werne, Josef P.; Gilhooly, William P.; Silveira, Cynthia B.","Viruses of sulfur oxidizing phototrophs encode genes for pigment, carbon, and sulfur metabolisms","Communications Earth & Environment","","2662-4435","10.1038/s43247-023-00796-4","https://www.nature.com/articles/s43247-023-00796-4","Viral infections modulate bacterial metabolism and ecology. Here, we investigated the hypothesis that viruses influence the ecology of purple and green sulfur bacteria in anoxic and sulfidic lakes, analogs of euxinic oceans in the geologic past. By screening metagenomes from lake sediments and water column, in addition to publicly-available genomes of cultured purple and green sulfur bacteria, we identified almost 300 high and medium-quality viral genomes. Viruses carrying the gene psbA, encoding the small subunit of photosystem II protein D1, were ubiquitous, suggesting viral interference with the light reactions of sulfur oxidizing autotrophs. Viruses predicted to infect these autotrophs also encoded auxiliary metabolic genes for reductive sulfur assimilation as cysteine, pigment production, and carbon fixation. These observations show that viruses have the genomic potential to modulate the production of metabolic markers of phototrophic sulfur bacteria that are used to identify photic zone euxinia in the geologic past.","2023-04-19","2024-02-26 08:44:47","2024-02-26 08:44:47","2024-02-26 08:44:47","1-12","","1","4","","Commun Earth Environ","","","","","","","","en","2023 The Author(s)","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","/home/abelardoacm/Zotero/storage/2W4FVANI/Hesketh-Best et al. - 2023 - Viruses of sulfur oxidizing phototrophs encode gen.pdf","","","Element cycles; Evolutionary ecology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49Y2P8UV","journalArticle","2023","Silveira, Cynthia B.; Luque, Antoni; Haas, Andreas F.; Roach, Ty N. F.; George, Emma E.; Knowles, Ben; Little, Mark; Sullivan, Christopher J.; Varona, Natascha S.; Wegley Kelly, Linda; Brainard, Russel; Rohwer, Forest; Bailey, Barbara","Viral predation pressure on coral reefs","BMC Biology","","1741-7007","10.1186/s12915-023-01571-9","https://doi.org/10.1186/s12915-023-01571-9","Predation pressure and herbivory exert cascading effects on coral reef health and stability. However, the extent of these cascading effects can vary considerably across space and time. This variability is likely a result of the complex interactions between coral reefs’ biotic and abiotic dimensions. A major biological component that has been poorly integrated into the reefs' trophic studies is the microbial community, despite its role in coral death and bleaching susceptibility. Viruses that infect bacteria can control microbial densities and may positively affect coral health by controlling microbialization. We hypothesize that viral predation of bacteria has analogous effects to the top-down pressure of macroorganisms on the trophic structure and reef health.","2023-04-11","2024-02-26 08:45:21","2024-02-26 08:45:21","2024-02-26 08:45:21","77","","1","21","","BMC Biol","","","","","","","","en","","","","","Springer Link","","","","/home/abelardoacm/Zotero/storage/R2G9SRR4/Silveira et al. - 2023 - Viral predation pressure on coral reefs.pdf","","","Bacteriophages; Benthic cover; Coral cover; Fish biomass; Microbialization; Phase-shift","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46K8Y8VT","journalArticle","2023","Coutinho, Felipe H.; Silveira, Cynthia B.; Sebastián, Marta; Sánchez, Pablo; Duarte, Carlos M.; Vaqué, Dolors; Gasol, Josep M.; Acinas, Silvia G.","Water mass age structures the auxiliary metabolic gene content of free-living and particle-attached deep ocean viral communities","Microbiome","","2049-2618","10.1186/s40168-023-01547-5","https://doi.org/10.1186/s40168-023-01547-5","Viruses play important roles in the ocean’s biogeochemical cycles. Yet, deep ocean viruses are one of the most under-explored fractions of the global biosphere. Little is known about the environmental factors that control the composition and functioning of their communities or how they interact with their free-living or particle-attached microbial hosts.","2023-05-27","2024-02-26 08:45:36","2024-02-26 08:45:36","2024-02-26 08:45:36","118","","1","11","","Microbiome","","","","","","","","","","","","","BioMed Central","","","","/home/abelardoacm/Zotero/storage/DKDHSHWL/Coutinho et al. - 2023 - Water mass age structures the auxiliary metabolic .pdf; /home/abelardoacm/Zotero/storage/RS6NCPAG/s40168-023-01547-5.html","","","Auxiliary metabolic genes; Deep ocean; Free-living; Metagenomics; Particle-attached; Viruses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RP68JXUL","journalArticle","2022","Sandin, Stuart A.; Alcantar, Esmeralda; Clark, Randy; de León, Ramón; Dilrosun, Faisal; Edwards, Clinton B.; Estep, Andrew J.; Eynaud, Yoan; French, Beverly J.; Fox, Michael D.; Grenda, Dave; Hamilton, Scott L.; Kramp, Heather; Marhaver, Kristen L.; Miller, Scott D.; Roach, Ty N. F.; Seferina, Gisette; Silveira, Cynthia B.; Smith, Jennifer E.; Zgliczynski, Brian J.; Vermeij, Mark J. A.","Benthic assemblages are more predictable than fish assemblages at an island scale","Coral Reefs","","1432-0975","10.1007/s00338-022-02272-5","https://doi.org/10.1007/s00338-022-02272-5","Decades of research have revealed relationships between the abundance of coral reef taxa and local conditions, especially at small scales. However, a rigorous test of covariation requires a robust dataset collected across wide environmental or experimental gradients. Here, we surveyed spatial variability in the densities of major coral reef functional groups at 122 sites along a 70 km expanse of the leeward, forereef habitat of Curaçao in the southern Caribbean. These data were used to test the degree to which spatial variability in community composition could be predicted based on assumed functional relationships and site-specific anthropogenic, physical, and ecological conditions. In general, models revealed less power to describe the spatial variability of fish biomass than cover of reef builders (R2 of best-fit models: 0.25 [fish] and 0.64 [reef builders]). The variability in total benthic cover of reef builders was best described by physical (wave exposure and reef relief) and ecological (turf algal height and coral recruit density) predictors. No metric of anthropogenic pressure was related to spatial variation in reef builder cover. In contrast, total fish biomass showed a consistent (albeit weak) association with anthropogenic predictors (fishing and diving pressure). As is typical of most environmental gradients, the spatial patterns of both fish biomass density and reef builder cover were spatially autocorrelated. Residuals from the best-fit model for fish biomass retained a signature of spatial autocorrelation while the best-fit model for reef builder cover removed spatial autocorrelation, thus reinforcing our finding that environmental predictors were better able to describe the spatial variability of reef builders than that of fish biomass. As we seek to understand spatial variability of coral reef communities at the scale of most management units (i.e., at kilometer- to island-scales), distinct and scale-dependent perspectives will be needed when considering different functional groups.","2022-08-01","2024-02-26 08:46:06","2024-02-26 08:46:06","2024-02-26 08:46:06","1031-1043","","4","41","","Coral Reefs","","","","","","","","en","","","","","Springer Link","","","","/home/abelardoacm/Zotero/storage/CLUAH8U7/Sandin et al. - 2022 - Benthic assemblages are more predictable than fish.pdf","","","Anthropogenic impacts; Community ecology; Oceanography; Spatial autocorrelation; Spatial variation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJAX9H59","journalArticle","2022","Han, Li-Li; Yu, Dan-Ting; Bi, Li; Du, Shuai; Silveira, Cynthia; Cobián Güemes, Ana Georgina; Zhang, Li-Mei; He, Ji-Zheng; Rohwer, Forest","Distribution of soil viruses across China and their potential role in phosphorous metabolism","Environmental Microbiome","","2524-6372","10.1186/s40793-022-00401-9","https://doi.org/10.1186/s40793-022-00401-9","Viruses are the most abundant biological entities on the planet and drive biogeochemical cycling on a global scale. Our understanding of biogeography of soil viruses and their ecological functions lags significantly behind that of Bacteria and Fungi. Here, a viromic approach was used to investigate the distribution and ecological functions of viruses from 19 soils across China.","2022-02-07","2024-02-26 08:46:17","2024-02-26 08:46:17","2024-02-26 08:46:17","6","","1","17","","Environmental Microbiome","","","","","","","","en","","","","","Springer Link","","","","/home/abelardoacm/Zotero/storage/BEVE82XB/Han et al. - 2022 - Distribution of soil viruses across China and thei.pdf","","","Geographic location; Nucleotide synthesis; P metabolism; PhoH; Virome; Virus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFF8RYLB","journalArticle","2021","Voolstra, Christian R.; Suggett, David J.; Peixoto, Raquel S.; Parkinson, John E.; Quigley, Kate M.; Silveira, Cynthia B.; Sweet, Michael; Muller, Erinn M.; Barshis, Daniel J.; Bourne, David G.; Aranda, Manuel","Extending the natural adaptive capacity of coral holobionts","Nature Reviews Earth & Environment","","2662-138X","10.1038/s43017-021-00214-3","https://www.nature.com/articles/s43017-021-00214-3","Anthropogenic climate change and environmental degradation destroy coral reefs, the ecosystem services they provide, and the livelihoods of close to a billion people who depend on these services. Restoration approaches to increase the resilience of corals are therefore necessary to counter environmental pressures relevant to climate change projections. In this Review, we examine the natural processes that can increase the adaptive capacity of coral holobionts, with the aim of preserving ecosystem functioning under future ocean conditions. Current approaches that centre around restoring reef cover can be integrated with emerging approaches to enhance coral stress resilience and, thereby, allow reefs to regrow under a new set of environmental conditions. Emerging approaches such as standardized acute thermal stress assays, selective sexual propagation, coral probiotics, and environmental hardening could be feasible and scalable in the real world. However, they must follow decision-making criteria that consider the different reef, environmental, and ecological conditions. The implementation of adaptive interventions tailored around nature-based solutions will require standardized frameworks, appropriate ecological risk–benefit assessments, and analytical routines for consistent and effective utilization and global coordination.","2021-11","2024-02-26 08:46:32","2024-02-26 08:46:32","2024-02-26 08:46:32","747-762","","11","2","","Nat Rev Earth Environ","","","","","","","","en","2021 Springer Nature Limited","","","","www.nature.com","","Number: 11 Publisher: Nature Publishing Group","","/home/abelardoacm/Zotero/storage/YDL3UBUW/Voolstra et al. - 2021 - Extending the natural adaptive capacity of coral h.pdf","","","Climate-change ecology; Climate-change impacts; Marine biology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
